title,company,location,posted date,link,description,scraped date
"Data Scientist, Decisions",Lyft,"San Francisco County, CA",1 week ago,https://www.linkedin.com/jobs/view/data-scientist-decisions-at-lyft-3846203170?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=VrkWyE9zvA2kXNgz9AkI1w%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"At Lyft, our mission is to improve people’s lives with the world’s best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.Data Science is at the heart of Lyft’s products and decision-making. As a member of the Science team, you will work in a dynamic environment, where we embrace moving quickly to build the world’s best transportation. Data Scientists take on a variety of problems ranging from shaping critical business decisions to building algorithms that power our internal and external products.This role is for the Express Drive team within the Fleet organization. Lyft’s Fleet business started in 2016 with the mission of powering the world’s best transportation through fleet services that our customers can trust and depend on. Fleet supports Lyft’s drivers and riders by providing access to rental vehicles for drivers to earn both on and off of Lyft’s rideshare platform and by offering trusted and convenient car rental services for all Lyft users. Our Fleet team will lead Lyft’s efforts in a future built on electric vehicles and eventually autonomous vehicles.The Express Drive program provides gig rentals to drivers and is building the capability to manage large fleets of vehicles for businesses, including buying and selling vehicles. We currently provide weekly vehicle rentals in over 35 regions across the country, offering a variety of vehicle types including hybrid and electric vehicles.Responsibilities:Leverage data to build analytic frameworks to shape product and business cases for the Express Drive vehicle rental programPartner with product managers, engineers, and operators to translate analytical insights into decisions and actionDesign and analyze experiments; communicate results and act on launch decisionsDevelop analytical frameworks to monitor business and product performanceExperience:Degree in a quantitative field (advanced degrees preferred), or relevant work experienceProfessional or educational experience with engineering or hard science fields. Hands-on experience with hardware engineering or hardware products preferred.4+ years of industry or research experience in a data science or analytics roleProficiency in SQL - able to write structured and efficient queries on large data setsExperience in programming, especially with data science and visualization libraries in Python or RStrong oral and written communication skills, and ability to collaborate with and influence cross-functional partners Benefits:Extended health and dental coverage options, along with life insurance and disability benefitsMental health benefitsFamily building benefitsAccess to a Health Care Savings AccountIn addition to provincial observed holidays, team members get 15 days paid time off, with an additional day for each year of service 4 Floating Holidays each calendar year prorated based off of date of hire10 paid sick days per year regardless of province18 weeks of paid parental leave. Biological, adoptive, and foster parents are all eligibleLyft proudly pursues and hires a diverse workforce. Lyft believes that every person has a right to equal employment opportunities without discrimination because of race, ancestry, place of origin, colour, ethnic origin, citizenship, creed, sex, sexual orientation, gender identity, gender expression, age, marital status, family status, disability, pardoned record of offences, or any other basis protected by applicable law or by Company policy. Lyft also strives for a healthy and safe workplace and strictly prohibits harassment of any kind. Accommodation for persons with disabilities will be provided upon request in accordance with applicable law during the application and hiring process. Please contact your recruiter now if you wish to make such a request.This role will be in-office on a hybrid schedule — Team Members will be expected to work in the office 3 days per week on Mondays, Thursdays and a team-specific third day. Additionally, hybrid roles have the flexibility to work from anywhere for up to 4 weeks per year.The expected base pay range for this position in the San Francisco area is $139,500-$155,000. Salary ranges are dependent on a variety of factors, including qualifications, experience and geographic location. Range is not inclusive of potential equity offering, bonus or benefits. Your recruiter can share more information about the salary range specific to your working location and other factors during the hiring process.                    Show more                                        Show less",2024-03-12 18:31:23.679369
Data Scientist (Healthcare),Curate Partners,Greater Boston,6 days ago,https://www.linkedin.com/jobs/view/data-scientist-healthcare-at-curate-partners-3848862644?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=7%2FSi2dxM990TTVPINzrpnw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Experience:o Industry: any, but preferably healthcare, retail, and consultingo Functional area: any analytics areas, preferably with exposure to product analytics, marketing analytics and data science (traditional supervised machine learning would suffice as we don’t do deep learning on the business team)o Skillset: SQL and Python, preferably PySparkEducation:  MS in analytics or statistics, MPH (biostatistics or epidemiology), MBA/MHA with analytics concentration, or graduate degree in social sciences with quantitative research experiences (e.g. economics, psychology, etc.)                    Show more                                        Show less",2024-03-12 18:31:34.390410
Junior Data Scientist,ClearML,United States,1 day ago,https://www.linkedin.com/jobs/view/junior-data-scientist-at-clearml-3852942760?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=MqPkcT2Ak11zensx9bkjzg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"Junior Data Scientist (Machine Learning AI)Join us to advance data science and machine learning.ClearML is a rapidly growing open source MLOps platform that helps data science, ML engineering, and DevOps teams easily develop, orchestrate, and automate ML workflows at scale. Our frictionless, unified, end-to-end MLOps suite enables users and customers to focus on developing their ML code and automation, ensuring their work is reproducible and scalable. ClearML is trusted by brands such as NVIDIA, NetApp, Samsung, Hyundai, Bosch, Microsoft, Intel, IBM, and Philips. Overview:We are an open source end-to-end MLOPs platform, built by developers for developers. We're looking for a Data Science Intern (Machine Learning AI) to join our growing team. In this role, you will collaborate across our development and product teams and will have a chance to collaborate with our MLOPs experts working in the exciting areas of machine learning, deep learning, DevOps, and AI. The ideal candidate will be a junior ML/AI Data Scientist who wants to learn how to analyze large amounts of raw information to find patterns and use them to optimize performance. You will work with our team to learn to build ML/DL data pipelines to extract valuable business insights, analyze trends, and help us make better decisions.We expect you to be highly analytical with a knack for analysis, math, and statistics, and a passion for machine learning and research. Critical thinking and problem-solving skills are also required.Responsibilities: Research and analyze valuable data sources and automate processesPerform preprocessing of structured and unstructured dataReview large amounts of information to discover trends and patternsCreate predictive models and machine-learning algorithmsModify and combine different models through ensemble modelingOrganize and present information using data visualization techniquesDevelop and suggest solutions and strategies to business challengesWork together with engineering and product development teams to build and test ML/DL solutions stretching the entire spectrum of ML operationalization from data processing, model training, hyperparameter tuning, deployment, and model management. Requirements:Entry-level role, remote opportunity Knowledge of SQL and Python; familiarity with Scala, Java, or C++ is a plus. Familiar with Kubernetes and/or perhaps similar container systemStrong math and analytical skills, with business acumenStrong communication and presentation skillsGood problem-solving abilitiesBSc or BA degree in Computer Science, Engineering or other relevant area; graduate degree in Data Science or other quantitative field is preferred                    Show more                                        Show less",2024-03-12 18:31:41.300459
Data Scientist,"Propel, Inc","Brooklyn, NY",3 hours ago,https://www.linkedin.com/jobs/view/data-scientist-at-propel-inc-3853292868?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=3YyRXONDbsYsYCVolGOPMQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"At Propel, our mission is to build modern, respectful, and effective financial tools for low-income Americans. Our vision is that all Americans can make it through every month with dignity and abundance. Over 5 million people use our app, Providers, to manage the benefits they use to keep their family well-fed and healthy, stay up to date on critical government programs, save money and earn income. Read more about the impact of Providers in the New York Times.We're looking for a Data Scientist to help drive impact, starting with our ads platform which connects low-income users to significant financial savings, including government-subsidized discounts they may not be aware of. As a Data Scientist, you'll work on meaningful and complex technical problems that have a positive impact on our users' lives.Propel is a for-profit software company that holds its social mission at its core. Our investors include Andreessen Horowitz, the Omidyar Network, Kevin Durant, Serena Williams, and Nas.What we offer:Meaningful work and a strong shared sense of missionA data science culture that is collaborative, curious, and impact focusedA people-first approach to management where we value data scientists' voices, support career development, and offer opportunities for technical growth that interest youA remote first work environment with a dog-friendly office in Downtown Brooklyn and satellite offices in San Francisco and Salt Lake City. The team meets in-person for optional retreats and on-sites.20 Days of PTO4% 401K match$10k lifetime spend towards Carrot FertilityExcellent Medical, Dental and Vision optionsFree access to Ginger mental health, Gympass, Headspace, One Medical, Rightway, Sofi, and Spring HealthFair, equitable, and competitive salaries. Propel believes that everyone should be compensated fairly and equitably. We set our salary ranges using compensation data from hundreds of NYC based startups at our stage. Additionally, pay is not determined based on location. The salary range for this position is $140,000 - $165,000 depending on experience and interview performance. Equity and excellent benefits come with this position as well!What you will do:Contribute to software systems used by millions of low-income Americans, helping to put dollars back in their pocketsDrive change through impactful data analysis and investigationsSupport machine learning algorithms that improve how ad content is matched to users, how customer ad budget is spent, and how ad impressions are distributed. Contributions could be through analysis and data insight, but can also include production code. Maintain reliable data pipelines to ensure trustworthy data.Help Data Analysts and Customer Success Managers make their processes efficient and valuable, serving as our resident expert in Marketplace data. Effectively communicate with team members during projects, code review, etc.Contribute to building our data science culture and processes as we continue to scaleCollaborate on deciding on the right projects, building great solutions, and helping your team succeedWhat you have:Exceptional skills at converting questions into data analysis and insight, with just the right level of complexity. Quantitative mindset, strong at working with probability distributions, causal inference, cost-benefit analysis, networks.Experience with a startup environment or the ability to operate effectively when faced with ambiguityExperience with machine learning algorithms[Not required but highly valued] Experience with ad platforms and recommender systems Strong communication skills across technical and non-technical audiences and topicsEagerness to learn new techniques, strong prioritization skillsFluency in SQL and either Python or RPassion for making a difference in the lives of our usersNice to have: Experience with or knowledge of government services, particularly safety net services like SNAP, WIC, TANF, SSI, SSDI, Medicaid, Section 8We are strongly committed to hiring a diverse and multicultural team, and encourage applications from traditionally under-represented backgrounds, including those with direct experience with the Supplemental Nutrition Assistance Program.                    Show more                                        Show less",2024-03-12 18:31:52.187330
100% Remote Data Scientist,Accroid Inc,United States,1 week ago,https://www.linkedin.com/jobs/view/100%25-remote-data-scientist-at-accroid-inc-3846932851?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=Se1n6DyjvDBxNM7uTBurKw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"100% RemoteData Scientist12+ MonthsPH and VideoProject Scope And Brief DescriptionWe are seeking an exceptional Data Scientist to work on Project Pathfinder. The successful candidate will have a passion for business impact. Technically, they will be involved in the full modeling lifecycle, from building data models and pipelines, developing models, implementing metrics, and performing residual analysis to guide model improvements. They will join a high performing technical team focused on delivering high impact work, with team-wide best practices (e.g. clean code, reproducible/transferrable work, git, etc.) and effective levels of communication.﻿ResponsibilitiesCreate data pipelines as neededCombine machine learning, heuristics, and business rules to build models that solve business problemsWrite code for reproducible and reusable model metric measuresPerform exploratory data analysis (eda) and residual analysis to identify areas of improvement for modeling effortsQualificationsExperience building models that solve business problemsExperience independently answering business and related analytics questions with interpretable and direct quantitative approaches. Experience in using Python for analysis, including the use of common libraries (pandas, numpy, scipy, matplotlib, seaborn, etc.), creating and sharing jupyter notebooks, and building reusable functions and scripts. Fluency in using SQL for common data access, transformations, and aggregations. Ph.D. or M.S. in Statistics, Data Science, Computer Science, Physics, Engineering, Operations Research, or related scientific discipline. Focus will be on seed placement domain - Bridging the gap between research team and product development team for Seed Placement / Recommendations. What exactly does this mean? Corteva is working towards identifying the best seed for a particular soil type and growing region, that then will produce the best yield - ultimately creating a win-win for both Corteva and the farmers that purchase this seed. In the future, they will also work at identifying the best crop protection products that are best suited for the seed & soil type.Be the bridge between teams (Research teams who are rich in domain knowledge, less tech/data science; & Direct Business Product facing – Product Dev (PD)) and help to build recommendations in product experience systems / model on Applied Data Science team to improve predictions. This is NOT new, novel research. Rather improvement in existing models.MUST have strong communication and ability to translate technical components into non-technical terms.Ability to tell a story about what's happening with a data model, why, and ability to reinforce the decision or pivot. This leader will look for strength + passion in problem solving, finding an answer using a toolkit/statistical tools; problem solver and guiding solutioning for next model. For example, if they find Model X is not right for a group of users, investigate another solution - where is it not perfect, be able to tell the story why; SME - Hypothesis forming.Does not need to have Ag experience. Always helpful, but not necessary to be considered. PHD is not required – MS is fine. MUST have 2+ years of work experienceSelf-starter confidence – reach out for help when needed but be able to work independentlyMUST be strong in SQL, Python, Pandas, and strong clean coding practices - checking for errors, duplicates, 1:many ratios, etc.Ideally they have some stats backgroundNOT looking for someone who just wants to run and tune data models - this role will be full stack, finding data sources, normalizing, running analysis on the model and telling a story about it. May partner with someone else on the team too.                    Show more                                        Show less",2024-03-12 18:32:00.093050
"Data Scientist, Field Analytics",Domino's,"Ann Arbor, MI",1 day ago,https://www.linkedin.com/jobs/view/data-scientist-field-analytics-at-domino-s-3848283848?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=LxIL4LLCOeWZrFV4FE5mgA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"Domino’s Pizza, which began in 1960 as a single store location in Ypsilanti, MI, has had a lot to celebrate lately: we’re a reshaped, reenergized brand of honesty, transparency and accountability – not to mention, great food! In the rise to becoming a true technology leader, the brand is now consistently one of the top five companies in online transactions and 65% of our sales in the U.S. are taken through digital channels. The brand continues to ‘deliver the dream’ to local business owners, 90% of which started as delivery drivers and pizza makers in our stores. That’s just the tip of the iceberg…or as we might say, one “slice” of the pie! If this sounds like a brand you’d like to be a part of, consider joining our team!Job DescriptionDomino's Pizza is seeking a passionate Data Scientist to join our Corporate Data Science Team. The ideal candidate will possess a strong knowledge base in data science fundamentals and a desire to learn and grow within a fast-paced, innovative environment.This role as a Data Scientist on the Field Analytics team will collaborate with our Marketing business partners & leverage syndicated data to optimize local marketing decision making and reporting. Through data analysis, statistics, and data journalism you will identify and define profitable marketing & couponing strategies. This Data Scientist will need to be flexible and creative in communicating results to business partners. To be successful as a Data Scientist on the Field Analytics Data Science team you should have a demonstrated background blending large datasets, statistics, creativity, and consulting into actionable outcomes.Responsibilities:60% Core Data Science ActivitiesAssist in the development of predictive and prescriptive models using large datasets to help drive informed business decisions.Collaborate in the collection, cleaning, and preprocessing of data to prepare for analysis.Utilize Python, SQL, and other tools for the analysis and visualization of data.Support the team in implementing and validating predictive models, as well as in monitoring and maintaining their performance.30% Collaboration and CommunicationWork closely with other team members and departments to understand and help define their data needs.Contribute to data-driven reports and visualizations to effectively communicate findings to the team and other stakeholders.Assist in translating complex data-related findings into understandable documents and presentations.10% Continuous Learning and ImprovementContinually improve your skills and understanding of the latest data analysis methodologies, tools, and algorithms.Stay informed about emerging trends and technologies in data science.Participate in relevant training and professional development opportunities.QualificationsBachelor’s degree in Computer Science, Statistics, Applied Mathematics, or a related field.Proficiency with data query/manipulation languages (e.g., SQL) and programming languages (e.g., Python).Familiarity with machine learning models and algorithms.Strong problem-solving skills with attention to detail.Excellent communication skills, with the ability to explain complex concepts in a clear, concise manner.Eagerness to learn, ability to work in a team, and drive for continual professional growth.About Domino's Pizza Domino's Pizza is a global brand committed to innovation and digital leadership. We strive to provide opportunities for growth and learning while fostering a culture of teamwork and inclusion. If you are looking to start your career with a company that values innovation, courage, integrity, and accountability, Domino's is the perfect place for you.Domino's is an equal opportunity employer committed to diversity and inclusion in the workplaceAdditional InformationThis role is onsite in Ann Arbor, MI and will require full relocation for non-local candidatesAll your information will be kept confidential according to EEO guidelines.                    Show more                                        Show less",2024-03-12 18:32:07.903182
Data Scientist,Ataraxis AI,"New York, NY",2 days ago,https://www.linkedin.com/jobs/view/data-scientist-at-ataraxis-ai-3847440728?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=0YBX8cBRpdgF%2FO4x96JuRg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"About Ataraxis AI:Ataraxis AI is a VC-backed, early-stage startup working at the intersection of multi-modal AI, oncology, and precision medicine. We are building cutting-edge diagnostic tools to assist physicians in selecting the most optimal treatments for their patients. Our company was spun out of a leading research institution in 2023. We are a team of AI researchers, medical doctors and operators advised by a team of advisors who are pioneers in their respective fields, including a Turing Award winner, a leading scientist in cancer therapeutics, and oncologists at top cancer institutions. We are looking to bring on a highly skilled and motivated data scientist to be a key player in our research initiatives.At Ataraxis, you will have a unique opportunity to shape the future of our company. If you are passionate about pioneering AI advancements and transforming research into real-world applications, we invite you to join our mission as a key team member. We welcome applicants at all levels of experience.Responsibilities:Building multi-modal data sets for AI research and product development.Building tools for data set quality control.Building computer vision and NLP models.Devising hypothesis tests and experiments to evaluate AI models’ performances.Qualifications:Required:BS degree in a quantitative discipline or equivalent experience.Passion for research.Outstanding attention to detail and determination to succeed.Excellent skill in Python.Excellent understanding of the principles of machine learning.Excellent understanding of the principles of statistics.Exceptional communication skills.Intense work ethic, self-motivation and a track record of initiative.Optional:Advanced skill in PyTorch.Knowledge/experience in oncology, medical imaging, or molecular diagnostics.Experience with biostatistics.MS/PhD in a quantitative discipline, preferably computer science, statistics or data science.Benefits:Competitive salary, plus significant equity options.Comprehensive medical, dental, and vision insurance.401(k) matching.Flexible paid time off policy.We are committed to fostering talent and rapid career advancement.Location: NYC based (office in Midtown Manhattan).The base salary range for this position is $75,000 to $140,000. Final compensation will be determined based on skills, qualifications, and experience, and includes a meaningful equity component.                    Show more                                        Show less",2024-03-12 18:32:16.623727
"Data Scientist, Product Analytics",Meta,United States,3 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3831043502?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=1cjh26AQ2a%2BAsQYN%2BcRFmw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.Data Scientist, Product Analytics Responsibilities:Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches.Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses.Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends.Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations.Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions.Minimum Qualifications:A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.)Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience.Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)Preferred Qualifications:Masters or Ph.D. Degree in a quantitative field.About Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.                            Show more                                        Show less",2024-03-12 18:32:27.695295
Data Scientist,Ascendion,United States,7 hours ago,https://www.linkedin.com/jobs/view/data-scientist-at-ascendion-3849969693?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=Jd%2BzYy2WfR6ECFrjKOb7Kw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,"About Ascendion :Ascendion is a full-service digital engineering solutions company. We make and manage software platforms and products that power growth and deliver captivating experiences to consumers and employees. Our engineering, cloud, data, experience design, and talent solution capabilities accelerate transformation and impact for enterprise clients. Headquartered in New Jersey, our workforce of 6,000+ Ascenders delivers solutions from around the globe. Ascendion is built differently to engineer the next. Ascendion | Engineering to elevate lifeWe have a culture built on opportunity, inclusion, and a spirit of partnership. Come, change the world with us:Build the coolest tech for world’s leading brandsSolve complex problems - and learn new skillsExperience the power of transforming digital engineering for Fortune 500 clientsMaster your craft with leading training programs and hands-on experienceExperience a community of change makers! Join a culture of high-performing innovators with endless ideas and a passion for tech. Our culture is the fabric of our company, and it is what makes us unique and diverse. The way we share ideas, learning, experiences, successes, and joy allows everyone to be their best at Ascendion. About the Role:The main function of a Data Scientist is to coordinate changes to computer databases, test, and implement the database applying knowledge of database management systems.Position: Data ScientistLocation: RemoteKey Responsibilities:Expert in latest AI modeling techniques, including Clustering algorithms, Natural Language Processing etc.Work with senior management, technical and client teams in order to determine data requirements, business data implementation approaches, best practices for advanced data manipulation, storage and analysis strategiesWrite and code logical and physical database descriptions and specify identifiers of database to management system or direct others in coding descriptionsDesign, implement, automate and maintain large scale enterprise data ETL processesModify existing databases and database management systems and/or direct programmers and analysts to make changesTest programs or databases, correct errors and make necessary modifications Required Skills:Experience with database technologiesKnowledge of the ETL processKnowledge of at least one scripting languageStrong written and oral communication skillsStrong troubleshooting and problem solving skillsDemonstrated history of successDesire to be working with data and helping businesses make better data driven decisions Must have skills:Experience in AI Machine learning as a Data Scientist, and create trends/analysis about the business to help the orgExperience with Clustering, Algorithms, Run Large Scale Models (to help create insights for the business org) to inform on business decisionsExperience in Customer segmentation, sentiment analysis, AI Machine Learning, AI ModelingExperience in Full Stack Development Salary Range: $1,20,000 - $1,45,000 Annually - Factors that may affect pay within this range may include geography/market, skills, education, experience and other qualifications of the successful candidate.Benefits: The Company offers the following benefits for this position, subject to applicable eligibility requirements: [medical insurance] [dental insurance] [vision insurance] [09-10 days/hours of paid time off] Want to change the world? Let us know.Tell us about your experiences, education, and ambitions. Bring your knowledge, unique viewpoint, and creativity to the table. Let’s talk!Feel free to send your queries to aditya.singh@ascendion.com or simply reach out to me @ 425-440-7949.Regards,                    Show more                                        Show less",2024-03-12 18:32:33.602774
Data Scientist (Ad Tech),Cognitiv,Greater Seattle Area,2 days ago,https://www.linkedin.com/jobs/view/data-scientist-ad-tech-at-cognitiv-3847433936?refId=U6X25AvGkJQPIRnLKuzBKw%3D%3D&trackingId=tK8%2FwAYv%2B6rQjAlNaSfTxQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"OverviewCognitiv leverages deep learning artificial intelligence to build custom algorithms that more accurately and efficiently predict consumer purchase behavior. Each marketer has a unique set of goals, which is why Cognitiv created NeuralMind, a deep learning platform capable of automatically building custom algorithms that simultaneously consider the user, the context, the message, and the campaign objectives. We combine deterministic data and advanced processing techniques to continuously train these algorithms as they optimize our clients’ key performance indicators (KPIs), predicting consumer behavior in order to autonomously drive full-funnel marketing performance at scale.We are looking for a Data Scientist to join our Performance Team. As a key member of the Performance team, you will contribute to building the next generation of models, control systems, features, and bidding algorithms to drive the performance of our advertising campaigns. Your role will involve understanding the performance of current models, identifying potential areas for improvement, and validating your solutions using offline results and production A/B testing. We are looking for candidates who are excited about working in a fast-paced environment and are ready to take on challenging projects in adtech. The ideal candidate has an innate sense of curiosity and a strong problem-solving mindset. Join our team and grow with us in this important and collaborative role. This position will be located in Bellevue, WA with a hybrid work schedule of 3 days in office (Mon/Tue/Wed) and 2 days remote (Thursday/Friday).ResponsibilitiesProvide actionable insight into the performance of our production models, bidding algorithms and control systems through analysis and visualization.Contribute to the full AdTech modeling lifecycle, encompassing problem framing, dataset construction, defining objective functions and architectures, model training, and results visualization and analysis.In collaboration with team, develop innovations and design experiments to assess their impact.Effectively synthesize, interpret, and present experimental results clearly and concisely. Design and build feedback-based control systems that regulate how Cognitiv’s models bid in production.Understand and contribute to Cognitiv's ML operational tools for dataset generation, model training, and monitoring while applying best engineering practices for maintaining code cleanliness and adhering to standards.Help scope, estimate, and prioritize projects and tasks.RequirementsDegree in Computer Science, Statistics, or related fieldIndustry-level experience with SQL, Python, and the Python Data Science ecosystem (e.g. NumPy, SciPy, Jupyter, etc)Proficient in a variety of machine learning methodologies (e.g. supervised learning, regularization, Principal Component Analysis, etc.), coupled with practical experience in applying these techniques to model complex problems.Solid understanding of deep learning architectures, framework and related libraries.Solid understanding of distributed computing, cloud platforms, and big data technologies.Proficiency in conducting A/B testing and a strong analytical skill set. The ideal candidate should demonstrate the ability to meticulously inspect and analyze data, as well as the capacity to influence decision-making processes through insightful data interpretationStrong written and verbal communication skills, with an emphasis on collaboration, organizational ability.  Preferred QualificationsPrior experience in AdTechExperience working in Amazon Web Services (AWS).Experience working with PyTorch.Experience with sequential modeling.Experience with control systems.Salary$130,000-$170,000 Base Salary + EquityActual compensation is based on multiple factors that are unique to each candidate, including and not limited to job-related knowledge, level of relevant experience, education and skills. Base salary is just one component of your total rewards package at Cognitiv. Employees are eligible for equity and various benefits.Here are some of the many benefits that our employees receive:• Medical, Dental and Vision coverage, including some plans that are 100% employer paid• 12 weeks paid parental leave• Unlimited PTO• Hybrid work model• Lunch reimbursement• Fitness reimbursement• Cell phone reimbursement• 401(k) plan• Employee Assistance Program• Pre-tax commuter benefitsCognitiv has been revolutionizing the ad tech space for the last 7 years as the only programmatic buying platform to leverage Deep Learning in real-time. We use Deep Learning (the most sophisticated machine learning) to build custom algorithms for digital marketers to help grow their customer base. We have seen explosive growth and are looking for talented people who are looking to affect change in a rapidly growing organization and industry to join the team.Cognitiv is an equal opportunity employer. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.                    Show more                                        Show less",2024-03-12 18:32:41.280694
